Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.591591,7,34.13,728,12,5,0,501.14,1,0,
71.411415,10,34.15,1693,12,6,0,714.11,1,0,
71.531532,7.8,34.15,837,12,5,0,557.95,1,0,
72.072075,7.4,34.18,2203,12,6,0,533.33,1,0,
71.561562,8.2,34.21,1985,12,5,0,586.8,1,0,
71.531532,6.8,34.21,1926,12,6,0,486.41,1,0,
71.411415,7.8,34.24,1983,12,5,0,557.01,1,0,
71.471474,6.2,34.26,1902,12,5,0,443.12,1,0,
71.411415,11.2,34.32,1897,12,6,0,799.81,1,0,
71.561562,7.2,34.32,1611,12,5,0,515.24,1,0,
71.62162,9.4,34.35,1600,12,6,0,673.24,1,0,
71.561562,8.2,34.35,733,12,5,0,586.8,1,0,
71.441444,8.8,34.37,2290,12,6,0,628.68,1,0,
71.561562,8,34.4,1980,12,5,0,572.49,1,0,
71.861862,6.4,34.4,2257,12,6,0,459.92,1,0,
71.561562,7.2,34.4,1983,12,5,0,515.24,1,0,
71.501503,6.8,34.46,1946,12,5,0,486.21,1,0,
71.29129,8.4,34.48,1981,12,5,0,598.85,1,0,
71.531532,6.6,34.48,1900,12,5,0,472.11,1,0,
71.501503,10.2,34.51,1551,12,6,0,729.32,1,0,
71.561562,7.2,34.54,1134,12,5,0,515.24,1,0,
71.381386,10.4,34.6,1640,12,6,0,742.37,1,0,
71.561562,8,34.6,801,12,5,0,572.49,1,0,
71.471474,7,34.6,2271,12,6,0,500.3,1,0,
71.591591,7.8,34.62,1983,12,5,0,558.41,1,0,
71.531532,6.8,34.68,1920,12,6,0,486.41,1,0,
71.501503,7.6,34.71,1982,12,5,0,543.41,1,0,
71.501503,7,34.73,1947,12,5,0,500.51,1,0,
71.561562,8.6,34.73,1843,12,5,0,615.43,1,0,
71.561562,7,34.73,1575,12,5,0,500.93,1,0,
71.471474,10,34.79,1547,12,6,0,714.71,1,0,
71.681686,7.6,34.82,723,12,5,0,544.78,1,0,
71.441444,8,34.84,2277,12,6,0,571.53,1,0,
71.561562,8,34.84,1984,12,5,0,572.49,1,0,
71.471474,7.8,34.87,2165,12,6,0,557.48,1,0,
71.561562,7.6,34.9,1986,12,5,0,543.87,1,0,
71.531532,6.4,34.93,1980,12,5,0,457.8,1,0,
71.231232,9.2,34.96,1982,12,5,0,655.33,1,0,
72.012016,6,34.96,1871,12,5,0,432.07,1,0,
71.561562,8.6,34.96,1041,12,5,0,615.43,1,0,
71.531532,7.6,34.98,1393,12,5,0,543.64,1,0,
71.591591,10.2,34.98,1600,12,6,0,730.23,1,0,
71.561562,8,35.04,745,12,5,0,572.49,1,0,
71.261261,7.4,35.07,2226,12,6,0,527.33,1,0,
71.561562,8,35.09,1984,12,5,0,572.49,1,0,
71.501503,6.8,35.09,1921,12,6,0,486.21,1,0,
71.531532,8,35.09,1983,12,5,0,572.25,1,0,
71.501503,7,35.09,1968,12,6,0,500.51,1,0,
71.201202,8.6,35.18,1983,12,5,0,612.33,1,0,
71.771774,5.6,35.18,1883,12,5,0,401.92,1,0,
71.471474,10.2,35.18,1537,12,6,0,729.01,1,0,
71.62162,6.8,35.21,730,12,5,0,487.03,1,0,
71.411415,9.4,35.23,2222,12,6,0,671.27,1,0,
71.561562,8.4,35.29,735,12,5,0,601.12,1,0,
71.411415,7.4,35.32,2291,12,6,0,528.44,1,0,
71.561562,8,35.35,1985,12,5,0,572.49,1,0,
71.531532,6.4,35.35,1979,12,5,0,457.8,1,0,
71.351357,7.8,35.37,1972,12,5,0,556.54,1,0,
71.531532,6.8,35.4,1930,12,5,0,486.41,1,0,
71.501503,9.8,35.4,1829,12,5,0,700.71,1,0,
71.531532,7,35.4,1616,12,5,0,500.72,1,0,
71.591591,10,35.46,1563,12,6,0,715.92,1,0,
71.561562,8,35.46,728,12,5,0,572.49,1,0,
71.441444,8.6,35.51,2294,12,6,0,614.4,1,0,
